temperature,delta_temp,gas_ppm,heart_rate,accel_magnitude,jerk,risk_score,risk_level
33.3,0.21,13.13,58.5,1.17,0.14,1.54,Low Risk
27.74,0.27,5.58,111.2,1.47,-1.02,0.0,Low Risk
30.52,0.17,19.68,103.0,1.21,0.23,0.0,Low Risk
26.41,-1.39,9.15,45.6,0.98,2.07,19.12,Low Risk
22.85,-0.53,1.34,65.6,0.75,0.23,2.51,Low Risk
27.38,-0.27,19.14,88.6,1.05,0.26,3.05,Low Risk
29.55,0.25,36.71,56.2,0.98,0.11,18.48,Low Risk
24.72,0.24,0.74,77.6,0.98,1.0,1.54,Low Risk
26.82,0.01,5.96,87.7,0.95,1.36,3.1,Low Risk
23.3,0.42,8.02,76.7,0.49,-0.02,0.0,Low Risk
33.6,-0.41,1.9,89.7,1.32,-0.7,7.84,Low Risk
26.53,0.41,24.27,67.5,0.99,0.23,0.0,Low Risk
35.26,0.34,4.01,40.0,0.65,0.08,24.25,Low Risk
35.64,0.29,18.33,97.7,1.12,0.33,0.0,Low Risk
27.59,0.01,13.34,97.6,0.79,1.46,1.5,Low Risk
22.96,1.02,10.94,125.1,1.14,-0.32,0.0,Low Risk
17.57,0.35,2.56,40.3,1.22,0.84,17.88,Low Risk
20.64,-0.38,2.99,93.5,1.25,0.84,2.74,Low Risk
21.13,0.22,0.58,44.6,0.96,0.9,19.51,Low Risk
34.89,0.48,3.3,111.6,0.9,1.06,5.61,Low Risk
28.58,-0.19,5.09,88.8,0.84,-1.01,0.0,Low Risk
29.95,0.64,21.49,62.9,0.82,0.98,0.0,Low Risk
16.9,0.29,5.48,94.0,1.0,0.49,1.79,Low Risk
22.01,-1.07,16.86,70.0,0.95,-0.05,0.34,Low Risk
32.44,0.25,6.95,85.4,0.79,1.82,1.08,Low Risk
29.43,-0.1,18.44,83.7,0.71,1.21,0.0,Low Risk
27.26,0.37,44.89,111.4,0.97,-0.15,27.52,Low Risk
30.82,0.57,3.29,112.7,0.89,0.12,0.0,Low Risk
36.18,0.2,23.8,69.2,0.71,1.36,7.79,Low Risk
26.89,0.93,11.67,99.0,1.21,0.48,0.06,Low Risk
28.35,0.01,20.4,86.4,1.44,-0.54,1.25,Low Risk
28.96,0.41,12.65,54.6,1.24,1.91,0.0,Low Risk
39.96,0.5,6.62,67.5,0.82,0.3,11.0,Low Risk
17.5,0.05,3.11,122.1,0.99,0.52,0.0,Low Risk
31.42,0.49,0.87,86.4,1.39,0.87,0.71,Low Risk
27.43,-0.2,9.2,98.0,6.46,32.95,46.16,Medium Risk
30.83,-0.11,55.66,76.2,4.5,42.47,79.99,High Risk
24.71,-0.56,16.07,70.3,0.64,-0.24,0.0,Low Risk
27.76,0.22,4.76,80.5,1.42,0.69,1.14,Low Risk
31.56,0.26,21.07,75.2,0.89,0.08,0.0,Low Risk
43.56,0.69,17.58,53.1,1.56,1.35,18.22,Low Risk
32.04,0.5,3.97,61.9,4.29,37.5,38.58,Low Risk
23.76,-0.04,0.17,92.7,0.97,0.36,0.0,Low Risk
25.88,-0.49,1.51,73.1,0.82,-0.74,0.0,Low Risk
25.73,0.32,25.18,80.5,1.05,0.8,1.18,Low Risk
19.02,0.66,21.74,84.2,0.95,0.62,5.3,Low Risk
26.35,0.48,4.2,85.6,0.9,-0.73,0.0,Low Risk
31.66,0.64,4.03,100.6,0.59,0.66,0.13,Low Risk
21.63,-0.01,18.89,60.2,0.87,1.03,1.97,Low Risk
33.24,-0.13,33.32,90.3,0.72,0.55,14.53,Low Risk
30.44,-0.27,18.12,93.6,1.14,0.1,0.0,Low Risk
24.33,0.07,11.16,97.7,1.25,1.6,1.37,Low Risk
27.29,0.06,3.34,54.6,1.19,1.96,0.0,Low Risk
35.99,0.2,8.95,84.6,1.09,-0.39,5.71,Low Risk
31.67,0.04,3.19,110.9,0.79,1.32,0.0,Low Risk
28.04,0.03,19.8,78.2,1.05,0.84,2.16,Low Risk
26.81,-0.29,5.87,88.7,1.2,0.01,0.59,Low Risk
28.38,0.57,21.53,94.0,0.85,0.33,0.0,Low Risk
25.44,0.14,5.77,61.5,1.03,0.37,0.66,Low Risk
17.48,0.01,20.86,113.0,6.84,31.51,45.18,Medium Risk
38.21,-0.27,4.87,89.0,1.42,0.14,0.0,Low Risk
28.78,-0.57,6.96,89.4,1.21,-0.96,1.54,Low Risk
29.99,0.75,11.47,50.1,1.15,0.33,0.63,Low Risk
27.71,0.38,0.87,94.3,0.57,1.25,0.0,Low Risk
24.32,-0.71,35.53,89.1,1.04,1.45,11.26,Low Risk
27.07,0.48,10.23,109.2,0.96,0.17,1.52,Low Risk
20.0,0.56,8.51,74.4,0.96,0.88,0.0,Low Risk
39.39,0.16,21.95,62.2,0.61,1.46,6.51,Low Risk
21.83,0.9,24.1,67.7,0.73,1.02,0.0,Low Risk
22.84,0.21,8.86,70.9,0.98,2.15,0.0,Low Risk
25.8,-0.61,31.45,59.9,1.28,1.61,8.78,Low Risk
34.44,0.28,0.8,103.2,0.85,0.16,3.88,Low Risk
28.07,0.22,1.44,103.9,0.9,0.42,1.9,Low Risk
21.82,-0.2,10.9,76.5,1.45,1.86,2.09,Low Risk
34.27,0.39,5.24,72.9,0.93,-0.44,3.31,Low Risk
31.66,-0.73,7.49,47.3,0.97,0.45,21.51,Low Risk
30.69,0.6,4.77,92.5,0.97,2.02,0.0,Low Risk
31.58,-0.34,6.22,109.8,0.66,2.12,0.0,Low Risk
39.97,-0.39,20.76,68.5,1.14,0.74,4.58,Low Risk
38.93,0.04,10.8,77.9,4.75,44.73,47.67,Medium Risk
24.57,0.32,71.17,87.8,0.99,0.21,44.26,Medium Risk
36.12,0.18,18.55,111.0,1.11,1.08,4.3,Low Risk
29.92,-0.27,3.84,83.6,1.49,-0.13,1.79,Low Risk
30.5,-0.15,3.68,83.5,0.67,2.38,0.0,Low Risk
19.54,-0.47,4.91,83.2,1.22,0.31,0.99,Low Risk
27.15,-0.01,22.24,54.3,1.22,1.56,0.0,Low Risk
23.94,0.64,0.33,54.0,0.84,0.4,0.29,Low Risk
32.14,0.1,3.14,65.5,1.15,0.75,1.96,Low Risk
33.36,0.53,28.24,98.2,1.41,0.5,8.12,Low Risk
17.63,0.83,12.26,74.0,0.81,0.05,0.24,Low Risk
27.89,-0.19,3.09,70.5,1.06,0.18,1.64,Low Risk
33.61,0.01,2.97,70.2,1.1,1.06,3.7,Low Risk
27.07,1.19,23.82,77.5,1.13,0.33,0.0,Low Risk
31.65,0.82,26.9,110.6,3.75,36.98,39.86,Low Risk
29.76,-0.74,3.55,77.3,1.04,0.99,1.77,Low Risk
29.71,0.29,6.55,65.8,6.63,33.34,48.73,Medium Risk
26.64,0.1,21.59,80.5,0.77,1.87,1.11,Low Risk
21.92,0.51,17.69,111.6,1.04,-0.3,0.0,Low Risk
22.39,-0.27,20.18,70.9,0.88,-0.12,0.8,Low Risk
31.55,-0.32,8.77,58.7,0.69,1.54,3.69,Low Risk
28.1,-0.24,29.1,71.0,5.24,40.74,49.45,Medium Risk
27.31,-0.19,4.73,82.3,1.07,0.31,0.0,Low Risk
25.88,0.51,2.04,92.4,1.11,-0.58,1.01,Low Risk
26.47,-0.49,14.8,98.1,5.51,46.69,45.12,Medium Risk
33.23,-0.21,9.3,61.2,0.77,0.48,2.03,Low Risk
26.32,-0.79,23.14,62.9,1.18,1.35,0.0,Low Risk
21.29,0.6,1.02,74.2,1.13,1.14,0.0,Low Risk
31.72,0.74,22.27,92.3,1.22,1.34,0.0,Low Risk
26.98,-0.06,4.17,57.3,1.34,1.35,0.58,Low Risk
28.16,-0.05,12.77,69.1,1.13,0.19,1.43,Low Risk
36.04,0.33,0.49,69.3,0.9,0.49,5.35,Low Risk
27.9,0.84,11.29,97.0,1.03,0.66,2.62,Low Risk
29.45,0.3,15.16,89.5,1.41,0.59,0.08,Low Risk
22.11,-0.25,5.52,96.3,1.69,1.05,1.53,Low Risk
26.9,-0.71,2.91,104.1,1.12,0.13,0.0,Low Risk
31.05,-0.46,9.26,74.5,1.13,0.75,0.3,Low Risk
20.22,0.14,21.49,58.6,1.18,0.04,0.7,Low Risk
29.0,-0.23,4.69,58.7,1.01,0.7,0.0,Low Risk
28.5,0.2,3.49,46.9,1.29,0.79,17.67,Low Risk
28.21,-0.18,3.92,71.7,1.25,-0.44,2.54,Low Risk
33.19,-0.43,35.74,73.1,1.09,0.78,16.54,Low Risk
29.67,-0.49,5.34,94.2,0.92,1.59,0.0,Low Risk
35.39,0.88,0.04,80.3,0.62,1.35,4.14,Low Risk
23.03,0.54,18.26,71.2,1.18,-0.44,3.18,Low Risk
28.68,0.97,14.42,77.9,1.05,-0.51,2.41,Low Risk
28.42,0.37,1.65,61.3,0.82,0.92,0.55,Low Risk
22.65,-0.11,50.32,98.5,0.72,0.62,36.79,Low Risk
32.78,0.76,11.24,65.9,1.17,0.38,4.0,Low Risk
39.62,0.08,8.34,59.5,0.6,-1.49,4.7,Low Risk
27.91,0.21,5.78,94.7,1.07,-0.32,2.12,Low Risk
30.53,0.08,27.47,90.3,7.04,22.44,46.87,Medium Risk
28.42,-1.37,3.36,49.0,1.14,0.84,17.87,Low Risk
24.43,0.9,4.04,95.4,0.9,2.09,0.03,Low Risk
18.9,0.35,1.57,66.7,0.69,1.19,1.48,Low Risk
24.47,0.26,17.08,73.3,7.34,28.21,47.52,Medium Risk
21.04,0.07,10.86,83.4,1.3,-0.75,0.0,Low Risk
36.52,0.18,11.27,90.6,0.86,0.77,5.13,Low Risk
27.42,-0.2,2.96,88.0,1.13,0.43,4.32,Low Risk
26.27,0.41,12.64,79.1,1.4,-0.4,0.0,Low Risk
32.45,-0.55,17.4,72.4,1.08,1.54,0.0,Low Risk
22.39,0.19,5.32,87.4,0.9,0.55,1.16,Low Risk
24.17,0.38,19.39,77.9,1.26,0.83,6.75,Low Risk
28.34,0.0,5.15,112.5,0.82,-0.16,0.19,Low Risk
33.14,0.29,17.03,90.6,0.68,0.79,1.87,Low Risk
30.51,-0.4,0.41,63.4,1.2,0.37,1.51,Low Risk
29.24,-0.38,9.61,71.4,0.9,2.33,1.87,Low Risk
28.39,0.22,41.89,80.9,0.92,0.06,21.3,Low Risk
30.0,0.44,47.72,103.4,0.84,-0.06,34.78,Low Risk
29.01,-0.84,3.97,105.4,0.88,0.7,0.0,Low Risk
22.85,0.36,6.99,72.9,1.35,0.32,0.13,Low Risk
28.23,-0.17,0.78,63.2,1.42,0.69,0.0,Low Risk
22.63,0.0,24.8,60.9,1.45,1.81,0.0,Low Risk
28.41,-0.57,10.09,84.5,1.27,-0.28,2.85,Low Risk
25.6,-0.33,5.84,121.5,1.12,0.59,2.29,Low Risk
40.7,0.58,1.44,89.7,0.64,-0.0,10.58,Low Risk
27.8,0.12,35.2,51.3,0.95,-0.03,9.33,Low Risk
20.98,-0.09,9.07,66.9,1.54,0.39,0.0,Low Risk
27.33,0.04,3.99,68.8,0.89,0.51,0.87,Low Risk
30.6,0.34,5.17,65.2,1.38,1.92,0.0,Low Risk
36.37,0.32,3.79,73.0,1.01,0.08,7.86,Low Risk
25.05,0.06,11.05,86.6,0.33,0.3,1.6,Low Risk
20.09,0.65,31.9,92.3,1.16,-0.99,12.48,Low Risk
32.08,0.59,23.31,99.7,1.32,0.86,0.0,Low Risk
21.1,0.31,7.4,89.4,0.99,0.6,0.0,Low Risk
25.82,0.13,21.02,44.8,1.31,0.98,18.46,Low Risk
26.71,0.43,6.6,61.0,4.29,55.29,43.87,Medium Risk
27.65,0.26,3.49,77.2,0.65,-0.95,0.0,Low Risk
31.45,0.63,49.19,82.7,4.61,15.01,69.27,Medium Risk
24.58,0.55,4.35,95.5,1.12,0.74,1.31,Low Risk
26.63,-0.41,4.69,80.8,1.34,0.8,0.0,Low Risk
27.93,-0.44,54.9,80.9,1.16,1.91,35.83,Low Risk
28.75,-0.25,1.73,84.3,0.7,0.11,0.25,Low Risk
28.49,0.59,17.15,75.4,1.05,-0.61,0.14,Low Risk
30.18,-0.69,32.95,81.6,1.15,-0.37,9.99,Low Risk
32.22,0.3,8.6,100.3,0.53,0.47,0.0,Low Risk
29.96,0.28,0.03,78.5,0.99,0.41,0.0,Low Risk
30.27,0.68,5.64,79.5,0.92,1.8,0.0,Low Risk
20.09,0.19,1.42,79.4,0.84,0.81,0.0,Low Risk
28.25,-0.57,6.46,103.4,7.37,15.21,44.63,Medium Risk
30.4,-0.38,18.73,60.1,7.85,40.01,45.15,Medium Risk
31.64,-0.49,6.93,112.0,1.1,0.02,2.35,Low Risk
24.54,-0.17,6.79,58.8,1.14,0.29,0.0,Low Risk
24.7,0.01,9.76,68.2,1.27,-0.06,0.88,Low Risk
25.13,-0.48,10.46,93.4,0.72,-0.47,2.82,Low Risk
30.68,0.84,23.28,98.5,0.62,0.62,0.57,Low Risk
33.17,-0.56,4.42,54.7,1.07,0.13,0.4,Low Risk
25.96,0.77,20.69,60.3,0.93,-0.51,0.0,Low Risk
32.54,0.69,10.01,85.0,1.73,1.78,4.44,Low Risk
28.62,0.55,4.29,122.2,1.11,0.45,2.25,Low Risk
27.38,-0.25,4.2,102.4,1.01,2.09,0.0,Low Risk
26.94,0.27,5.38,75.5,0.96,1.4,0.0,Low Risk
31.73,-0.54,11.7,40.0,0.7,0.13,20.81,Low Risk
29.63,0.56,3.15,81.5,1.14,1.98,0.91,Low Risk
39.38,0.06,30.36,86.5,0.98,1.38,14.09,Low Risk
23.74,-0.1,10.27,73.1,0.98,0.04,0.0,Low Risk
30.59,-0.51,30.31,64.7,1.02,0.25,4.44,Low Risk
25.35,-1.14,0.57,82.9,1.06,0.74,0.0,Low Risk
23.65,-0.42,5.03,63.0,0.57,0.33,0.0,Low Risk
27.95,0.66,0.28,113.7,1.21,1.33,0.0,Low Risk
28.69,-0.1,3.81,107.3,0.79,0.81,0.0,Low Risk
42.59,0.02,23.77,91.8,0.97,1.34,13.47,Low Risk
27.08,0.43,0.45,81.6,1.32,1.01,1.5,Low Risk
22.35,1.0,6.88,68.1,1.44,-0.04,0.0,Low Risk
29.37,0.76,1.5,79.6,0.57,-0.79,0.0,Low Risk
17.63,-0.39,6.47,109.5,1.01,-0.08,0.0,Low Risk
27.54,-0.87,21.91,95.6,1.07,2.19,0.0,Low Risk
28.08,1.28,11.71,83.7,0.62,1.28,1.61,Low Risk
31.97,1.23,16.02,96.6,1.2,0.6,2.71,Low Risk
32.87,0.19,5.15,89.8,1.03,1.61,2.81,Low Risk
25.48,-0.54,34.67,87.1,1.05,0.53,12.09,Low Risk
27.25,0.58,14.82,97.7,0.77,0.59,0.0,Low Risk
24.17,0.05,6.57,89.3,1.1,0.81,2.92,Low Risk
22.36,0.04,6.67,95.5,1.21,0.17,0.16,Low Risk
29.55,0.55,30.11,82.9,1.03,-0.21,5.69,Low Risk
21.63,0.27,10.31,75.4,0.87,0.85,0.18,Low Risk
25.93,-0.49,14.71,70.1,0.89,0.52,0.0,Low Risk
23.02,-0.06,6.48,68.0,1.06,0.31,0.0,Low Risk
30.75,0.43,3.04,51.1,7.03,59.75,43.78,Medium Risk
37.01,0.36,15.43,63.6,1.23,0.2,9.3,Low Risk
21.49,0.23,11.23,63.1,0.88,1.13,0.0,Low Risk
18.73,0.57,8.35,70.9,0.7,-0.46,1.39,Low Risk
27.38,-0.08,11.74,108.1,1.09,-0.52,0.36,Low Risk
28.08,0.19,2.8,77.2,0.88,-0.56,0.0,Low Risk
29.09,-1.59,18.95,84.4,1.2,0.51,3.15,Low Risk
25.77,-0.12,35.52,84.9,1.0,-0.58,12.3,Low Risk
27.0,0.48,26.61,108.6,1.16,1.89,1.08,Low Risk
29.84,-0.1,4.65,69.6,0.75,1.86,0.0,Low Risk
33.2,-0.13,6.25,76.0,1.04,0.82,3.4,Low Risk
18.22,-0.42,19.83,78.1,0.83,1.24,0.0,Low Risk
26.16,0.6,10.85,100.5,0.69,-0.18,0.0,Low Risk
29.07,0.37,9.53,104.2,0.78,1.43,1.71,Low Risk
23.41,0.51,31.35,88.5,0.86,0.26,8.33,Low Risk
36.66,-0.76,9.22,102.2,1.31,0.46,8.26,Low Risk
24.82,0.02,8.68,83.2,0.86,0.34,4.83,Low Risk
27.79,-0.04,0.52,76.9,0.68,-0.07,0.0,Low Risk
30.78,-0.04,0.86,101.2,1.03,0.97,0.88,Low Risk
25.04,-0.21,0.09,88.8,1.01,0.07,0.0,Low Risk
18.77,-0.07,29.34,66.8,0.88,0.29,4.9,Low Risk
25.86,0.52,6.3,98.0,0.96,-1.32,0.61,Low Risk
33.15,-0.86,7.59,76.2,1.24,0.8,4.59,Low Risk
26.32,0.99,22.4,74.0,1.17,0.42,0.0,Low Risk
23.77,0.34,11.28,96.1,1.15,-0.25,0.76,Low Risk
32.63,0.08,11.28,78.4,0.7,0.31,0.0,Low Risk
26.35,0.55,4.22,87.0,1.72,0.13,0.0,Low Risk
25.45,-0.63,21.54,91.9,6.89,31.61,43.87,Medium Risk
28.75,-0.23,2.18,65.9,1.13,1.8,0.0,Low Risk
31.85,0.04,0.66,86.9,0.71,1.63,0.35,Low Risk
39.91,0.78,2.55,104.3,1.24,1.07,6.67,Low Risk
32.14,0.08,3.74,62.8,0.87,1.5,0.0,Low Risk
33.8,0.33,3.98,88.1,0.95,0.1,1.83,Low Risk
25.47,-0.19,13.32,65.1,0.58,0.49,0.0,Low Risk
22.87,0.34,2.95,98.4,0.69,0.07,0.0,Low Risk
28.31,0.94,13.55,98.2,1.11,0.7,0.0,Low Risk
28.54,0.6,1.15,73.6,1.25,1.26,0.99,Low Risk
22.61,0.06,1.91,119.8,1.17,0.44,1.14,Low Risk
27.12,0.44,8.53,99.9,6.39,34.94,42.39,Medium Risk
30.0,0.39,30.6,92.7,7.57,53.33,55.19,Medium Risk
29.8,0.35,23.56,91.7,0.9,0.02,1.31,Low Risk
30.52,0.66,41.59,97.7,1.07,1.25,22.28,Low Risk
29.45,0.65,12.61,62.1,1.21,2.0,0.0,Low Risk
25.46,0.04,13.52,83.5,1.0,1.35,1.87,Low Risk
25.43,0.42,11.77,86.9,1.3,0.33,0.0,Low Risk
22.01,-0.09,11.7,72.8,0.95,0.59,1.46,Low Risk
36.92,-0.36,1.91,88.4,4.59,21.55,45.32,Medium Risk
28.07,-0.03,9.42,102.2,1.0,-0.22,1.65,Low Risk
26.88,0.06,5.85,72.4,1.03,0.08,1.15,Low Risk
23.36,-0.73,7.01,79.0,0.98,0.38,0.0,Low Risk
42.68,0.53,8.9,65.2,1.32,0.32,14.63,Low Risk
22.63,-1.28,1.65,47.8,1.2,-0.48,21.65,Low Risk
25.86,1.46,5.35,94.0,4.23,37.01,42.11,Medium Risk
30.08,0.85,0.79,79.5,1.38,0.45,1.3,Low Risk
31.0,-0.03,46.75,80.9,0.31,-1.3,29.98,Low Risk
32.79,0.1,1.51,62.2,1.54,0.4,4.09,Low Risk
37.04,0.25,3.59,76.7,0.93,-1.38,8.23,Low Risk
30.53,-0.19,26.63,99.7,0.95,-0.31,5.59,Low Risk
22.72,0.2,7.91,80.0,0.98,-0.45,0.0,Low Risk
26.72,0.03,1.75,80.5,1.1,0.31,0.0,Low Risk
29.54,0.05,5.82,83.7,1.0,-0.05,0.0,Low Risk
38.34,0.19,1.48,57.7,0.97,0.23,3.47,Low Risk
21.01,-0.56,2.68,91.2,1.33,2.02,0.0,Low Risk
34.01,0.12,0.64,57.4,1.14,-0.27,1.43,Low Risk
28.9,0.18,6.92,63.1,0.76,1.38,1.91,Low Risk
32.19,0.16,19.72,61.1,1.19,0.98,0.0,Low Risk
27.49,-0.01,10.58,76.8,1.13,0.81,1.13,Low Risk
23.79,0.67,11.19,73.7,0.86,1.49,0.0,Low Risk
31.75,-0.08,2.69,80.0,1.2,0.14,1.4,Low Risk
31.27,0.21,5.06,63.7,0.96,0.38,1.7,Low Risk
32.86,0.75,22.39,98.1,0.94,-0.18,3.83,Low Risk
27.93,0.06,1.1,95.0,0.94,-1.41,0.0,Low Risk
25.0,0.21,23.42,76.9,0.39,0.58,0.0,Low Risk
20.21,0.05,7.93,71.4,0.87,1.88,0.0,Low Risk
32.1,0.72,21.78,69.6,1.18,-0.61,2.57,Low Risk
30.12,-0.03,4.59,74.4,0.99,-0.53,0.0,Low Risk
23.17,0.74,4.97,54.8,0.68,0.74,0.0,Low Risk
25.31,0.05,16.71,62.7,1.24,0.32,0.0,Low Risk
25.67,-0.33,18.45,95.5,0.93,1.7,0.37,Low Risk
20.59,0.44,3.13,85.4,0.69,0.09,0.23,Low Risk
23.91,-0.05,43.29,109.4,1.55,1.73,23.82,Low Risk
22.33,0.41,1.06,74.6,0.74,0.86,0.0,Low Risk
25.94,-1.26,0.85,73.5,4.64,47.96,44.81,Medium Risk
24.31,0.1,10.86,72.7,0.81,-0.14,0.0,Low Risk
19.86,-0.13,15.39,74.3,1.03,0.32,0.0,Low Risk
38.11,-0.43,38.9,68.1,0.77,0.63,18.64,Low Risk
34.26,-0.18,6.23,84.9,0.69,0.78,2.24,Low Risk
24.1,-0.19,0.31,80.5,1.13,-0.08,0.0,Low Risk
29.36,0.08,11.08,70.8,1.1,0.1,0.0,Low Risk
30.09,-0.58,4.1,102.5,7.66,54.88,45.58,Medium Risk
33.96,0.26,6.81,114.1,0.99,1.22,3.05,Low Risk
23.91,0.78,8.04,101.0,1.56,-0.48,0.0,Low Risk
33.46,0.24,0.8,90.0,1.07,0.71,1.9,Low Risk
25.26,0.5,7.99,93.7,1.14,1.47,0.0,Low Risk
21.32,0.65,6.67,113.4,3.77,46.86,43.78,Medium Risk
31.62,0.72,14.96,93.7,0.85,0.92,0.0,Low Risk
34.45,1.04,12.45,69.5,1.13,0.96,2.04,Low Risk
40.94,-0.15,2.46,87.1,6.01,37.49,48.42,Medium Risk
22.0,-0.26,2.77,91.3,1.05,-0.12,1.89,Low Risk
31.49,0.49,3.47,62.1,0.8,0.08,0.0,Low Risk
25.95,0.45,2.37,74.9,1.03,0.5,0.64,Low Risk
31.92,0.49,12.85,99.8,1.03,0.06,1.56,Low Risk
20.65,1.04,62.28,47.2,6.06,16.05,100.0,High Risk
21.69,0.11,12.67,57.5,1.16,0.24,0.0,Low Risk
24.12,0.31,11.2,76.8,0.57,-0.75,0.12,Low Risk
28.39,-0.39,6.33,86.4,1.05,-1.67,4.62,Low Risk
24.79,1.17,4.5,55.6,1.44,0.07,0.0,Low Risk
31.3,-0.07,29.04,77.7,1.17,0.62,4.61,Low Risk
33.13,-0.05,41.69,100.8,1.17,0.5,26.73,Low Risk
31.0,-0.07,8.24,81.2,0.78,-0.37,1.19,Low Risk
36.09,-0.22,4.11,96.9,1.44,1.17,5.14,Low Risk
30.08,-0.26,17.64,69.3,1.34,0.18,0.0,Low Risk
21.92,-0.16,1.71,65.4,0.79,1.18,0.0,Low Risk
34.82,-0.58,17.41,95.3,0.88,1.21,7.86,Low Risk
24.97,-0.29,20.51,86.6,1.31,1.16,0.0,Low Risk
32.55,1.07,1.6,58.7,1.45,1.01,2.45,Low Risk
35.87,0.47,45.2,65.6,0.68,-0.45,31.87,Low Risk
30.28,0.56,50.81,108.2,0.75,0.34,36.92,Low Risk
20.52,0.69,33.12,63.4,0.96,1.69,13.14,Low Risk
23.41,1.02,8.22,96.8,0.46,0.3,0.06,Low Risk
34.61,-0.79,3.39,71.4,1.0,-0.73,6.38,Low Risk
27.15,-0.51,10.47,79.9,1.3,1.07,0.0,Low Risk
28.4,-0.3,6.54,85.3,0.64,0.93,3.96,Low Risk
31.79,-0.13,2.77,42.2,1.03,0.41,19.76,Low Risk
31.48,-0.05,6.61,53.7,0.85,0.27,0.0,Low Risk
29.39,-0.12,13.08,81.6,1.41,0.69,0.66,Low Risk
26.96,0.21,0.88,67.0,0.86,1.1,0.0,Low Risk
26.44,0.12,4.87,97.9,1.38,0.56,0.48,Low Risk
32.29,-0.26,0.22,51.1,0.85,0.96,0.0,Low Risk
30.77,-0.99,16.61,90.2,1.19,1.83,1.94,Low Risk
26.71,-0.4,12.28,55.2,1.06,0.28,1.78,Low Risk
33.41,-0.17,0.78,73.7,0.97,2.65,0.59,Low Risk
27.35,-0.02,40.14,60.8,0.8,1.95,20.31,Low Risk
23.74,-0.46,0.27,114.2,1.08,0.12,1.94,Low Risk
24.21,-0.15,10.7,55.9,0.89,2.13,3.9,Low Risk
23.11,-0.47,17.97,77.8,0.83,0.07,0.02,Low Risk
26.64,0.04,18.61,48.9,1.37,2.45,21.66,Low Risk
34.17,-0.44,0.42,108.8,1.14,0.29,4.76,Low Risk
23.97,-0.32,28.43,87.2,1.16,0.91,6.32,Low Risk
28.94,-0.55,30.08,82.5,0.9,0.9,2.51,Low Risk
24.72,0.02,9.89,106.5,0.95,0.19,0.0,Low Risk
26.7,-0.33,7.9,82.7,0.94,0.86,2.94,Low Risk
20.45,0.55,0.55,84.0,1.08,1.43,0.0,Low Risk
26.9,0.3,9.91,82.4,1.16,0.57,0.0,Low Risk
27.03,0.07,6.32,90.1,0.99,0.71,3.94,Low Risk
30.7,-0.3,17.78,71.1,0.8,1.15,0.0,Low Risk
29.12,0.29,6.21,76.1,1.19,-0.39,0.27,Low Risk
22.01,0.45,13.81,94.6,1.01,0.57,0.84,Low Risk
33.42,0.17,1.28,85.0,0.64,1.51,4.47,Low Risk
29.05,0.9,1.71,77.9,0.47,0.28,1.23,Low Risk
28.99,0.33,1.81,54.8,1.07,0.98,0.0,Low Risk
27.95,0.56,0.56,107.0,0.79,-0.83,0.02,Low Risk
25.41,0.17,9.35,68.1,1.11,0.58,0.0,Low Risk
29.09,0.44,18.96,97.8,0.81,0.39,1.81,Low Risk
30.38,-0.3,11.31,83.2,1.03,0.54,0.0,Low Risk
19.27,-0.13,10.27,56.7,0.91,0.37,0.44,Low Risk
25.31,0.27,13.7,102.5,1.44,1.49,0.0,Low Risk
26.73,0.27,4.98,84.6,1.24,-0.23,4.01,Low Risk
29.28,0.35,5.39,104.0,1.34,0.22,0.0,Low Risk
33.97,0.65,4.53,76.7,1.01,-0.13,7.2,Low Risk
24.14,-0.61,14.94,92.7,1.21,-0.56,0.0,Low Risk
25.51,-0.39,2.12,48.3,1.02,0.45,21.83,Low Risk
25.44,0.21,0.16,71.0,4.79,48.16,45.24,Medium Risk
23.99,-0.26,10.88,57.1,0.98,0.7,0.0,Low Risk
26.26,1.79,34.25,73.3,0.65,0.72,11.98,Low Risk
31.85,0.36,11.28,88.5,0.5,0.63,2.25,Low Risk
22.73,0.06,18.33,69.1,1.42,0.96,0.0,Low Risk
30.14,-0.16,13.41,95.5,1.12,-1.37,0.0,Low Risk
19.49,-0.14,8.26,64.6,1.14,1.7,0.0,Low Risk
25.19,0.12,15.21,95.9,5.57,21.17,45.01,Medium Risk
26.35,0.16,20.85,103.6,7.34,24.06,43.04,Medium Risk
36.37,-0.13,3.05,98.2,0.91,-0.3,6.68,Low Risk
26.63,-0.04,4.92,73.8,0.94,-0.52,1.18,Low Risk
16.99,0.77,3.04,41.7,1.19,0.91,21.26,Low Risk
18.01,0.79,7.22,90.5,0.83,1.08,0.75,Low Risk
28.17,0.23,25.96,77.7,0.7,-0.48,5.4,Low Risk
31.07,-0.57,5.08,62.4,0.7,0.98,3.16,Low Risk
29.88,0.37,5.63,70.0,1.29,1.06,0.0,Low Risk
28.84,0.88,23.62,105.8,5.81,31.73,46.25,Medium Risk
33.81,0.78,8.69,59.5,0.86,0.62,3.86,Low Risk
25.3,0.47,9.2,88.4,6.72,18.84,42.79,Medium Risk
32.47,0.81,23.66,83.9,0.83,1.87,0.0,Low Risk
19.84,0.13,8.09,73.6,0.57,0.04,0.0,Low Risk
23.48,0.41,13.73,91.6,0.6,1.2,0.0,Low Risk
18.96,-0.24,1.07,109.4,0.99,0.84,1.29,Low Risk
